,Field,Yld_Mass_D,Id,ORIG_FID,Long,Lat,EC30,EC90,rate,targetrate
1673,oeste 25,6.8282,94,1,-60.6525811,-35.6954597,10.7,10.6,101,100
1674,oeste 25,6.9137,94,1,-60.6525149,-35.6954937,10.3,8.4,101,100
1675,oeste 25,6.7831,94,1,-60.6525149,-35.6954937,10.3,8.4,101,100
1676,oeste 25,6.7494,94,1,-60.6524494,-35.6955292,8.2,7.6,100,100
1677,oeste 25,6.9064,94,1,-60.6524494,-35.6955292,8.2,7.6,100,100
1678,oeste 25,6.9079,94,1,-60.6525149,-35.6954937,10.3,8.4,100,100
1679,oeste 25,6.801,94,1,-60.6524494,-35.6955292,8.2,7.6,99,100
1680,oeste 25,7.2161,93,2,-60.6523046,-35.6958144,10.7,14.8,365,400
1681,oeste 25,6.9954,93,2,-60.6523046,-35.6958144,10.7,14.8,365,400
1682,oeste 25,7.2012,93,2,-60.6523046,-35.6958144,10.7,14.8,367,400
1683,oeste 25,7.5598,93,2,-60.6523046,-35.6958144,10.7,14.8,367,400
1684,oeste 25,7.223,93,2,-60.6523046,-35.6958144,10.7,14.8,367,400
1685,oeste 25,7.4884,93,2,-60.6522338,-35.6958514,10.4,16.2,371,400
1686,oeste 25,7.4518,93,2,-60.6522338,-35.6958514,10.4,16.2,371,400
1687,oeste 25,7.4014,93,2,-60.6522338,-35.6958514,10.4,16.2,359,300
1688,oeste 25,7.5786,93,2,-60.6522338,-35.6958514,10.4,16.2,359,300
1689,oeste 25,7.504,93,2,-60.6522338,-35.6958514,10.4,16.2,341,300
1690,oeste 25,7.3054,95,4,-60.6521633,-35.6958895,12.5,16.4,327,300
1691,oeste 25,6.9089,95,4,-60.6521633,-35.6958895,12.5,16.4,323,300
1692,oeste 25,7.5863,95,4,-60.6520923,-35.6959267,10.5,12.6,323,300
1693,oeste 25,7.3298,95,4,-60.6520923,-35.6959267,10.5,12.6,318,300
1694,oeste 25,6.9165,95,4,-60.6520923,-35.6959267,10.5,12.6,318,300
1695,oeste 25,7.279,95,4,-60.6520923,-35.6959267,10.5,12.6,315,300
1696,oeste 25,6.9602,95,4,-60.6520923,-35.6959267,10.5,12.6,315,300
1697,oeste 25,6.5252,95,4,-60.6520193,-35.6959631,10.1,10.1,315,300
1698,oeste 25,6.8291,95,4,-60.6520193,-35.6959631,10.1,10.1,310,300
1699,oeste 25,6.7477,95,4,-60.6520193,-35.6959631,10.1,10.1,310,300
1700,oeste 25,7.3442,96,2,-60.6518762,-35.6960387,8.8,9.3,221,200
1701,oeste 25,7.1441,96,2,-60.6518762,-35.6960387,8.8,9.3,221,200
1702,oeste 25,7.1896,96,2,-60.6518762,-35.6960387,8.8,9.3,221,200
1703,oeste 25,7.3594,96,2,-60.6518054,-35.6960759,8.8,8.4,221,200
1704,oeste 25,7.5758,96,2,-60.6518054,-35.6960759,8.8,8.4,221,200
1705,oeste 25,7.281,96,2,-60.6518054,-35.6960759,8.8,8.4,218,200
1706,oeste 25,7.5102,96,2,-60.6518054,-35.6960759,8.8,8.4,218,200
1707,oeste 25,7.3234,96,2,-60.651735,-35.696114,11.2,9.8,214,200
1708,oeste 25,7.4763,96,2,-60.651735,-35.696114,11.2,9.8,214,200
1709,oeste 25,7.3049,96,2,-60.651735,-35.696114,11.2,9.8,212,200
1710,oeste 25,7.1468,126,0,-60.6515918,-35.6961916,11.5,11.8,364,400
1711,oeste 25,7.2747,126,0,-60.6515918,-35.6961916,11.5,11.8,364,400
1712,oeste 25,7.1919,126,0,-60.6515215,-35.6962292,10.5,12.4,367,400
1713,oeste 25,6.9815,126,0,-60.6515215,-35.6962292,10.5,12.4,367,400
1714,oeste 25,6.7875,129,3,-60.6513139,-35.6963415,11.5,13.5,385,400
1715,oeste 25,6.3825,129,3,-60.6513139,-35.6963415,11.5,13.5,383,400
1716,oeste 25,6.8581,129,3,-60.6513139,-35.6963415,11.5,13.5,383,400
1717,oeste 25,6.8068,129,3,-60.6512463,-35.6963782,10.5,13,383,400
1718,oeste 25,7.0791,129,3,-60.6512463,-35.6963782,10.5,13,378,400
1719,oeste 25,6.5138,129,3,-60.6512463,-35.6963782,10.5,13,378,400
1720,oeste 25,6.7351,129,3,-60.6512463,-35.6963782,10.5,13,391,400
1721,oeste 25,6.4445,129,3,-60.6512463,-35.6963782,10.5,13,391,400
1722,oeste 25,8.8517,159,0,-60.6499567,-35.6970759,10.6,15.3,271,400
1723,oeste 25,8.172,4,0,-60.6498224,-35.697146,12,11.7,362,400
1724,oeste 25,8.1154,4,0,-60.6497546,-35.6971819,11.3,12.1,370,400
1725,oeste 25,7.5078,4,0,-60.6497546,-35.6971819,11.3,12.1,370,400
1726,oeste 25,7.3762,4,0,-60.6497546,-35.6971819,11.3,12.1,370,400
1727,oeste 25,7.3067,4,0,-60.6497546,-35.6971819,11.3,12.1,385,400
1728,oeste 25,7.4503,4,0,-60.6497546,-35.6971819,11.3,12.1,385,400
1729,oeste 25,6.3069,139,0,-60.6496862,-35.6972185,12,11.2,385,400
1730,oeste 25,6.5563,139,0,-60.6496862,-35.6972185,12,11.2,385,400
1731,oeste 25,7.3724,4,0,-60.6496862,-35.6972185,12,11.2,373,100
1732,oeste 25,7.049,4,0,-60.6496862,-35.6972185,12,11.2,373,100
1733,oeste 25,7.2533,4,0,-60.6496862,-35.6972185,12,11.2,373,100
1734,oeste 25,6.5032,139,0,-60.6496862,-35.6972185,12,11.2,373,100
1735,oeste 25,7.239,139,0,-60.6496862,-35.6972185,12,11.2,373,100
1736,oeste 25,7.0218,139,0,-60.6496862,-35.6972185,12,11.2,373,100
1737,oeste 25,7.3161,4,0,-60.6496862,-35.6972185,12,11.2,329,100
1738,oeste 25,7.1013,139,0,-60.6496181,-35.6972558,10.7,10,329,100
1739,oeste 25,6.634,21,1,-60.6495507,-35.6972928,9.2,5.4,105,100
1740,oeste 25,6.9968,21,1,-60.6495507,-35.6972928,9.2,5.4,102,100
1741,oeste 25,6.249,21,1,-60.6494834,-35.697329,8.7,3.5,102,100
1742,oeste 25,6.3948,21,1,-60.6494834,-35.697329,8.7,3.5,102,100
1743,oeste 25,5.8899,21,1,-60.6494834,-35.697329,8.7,3.5,102,100
1744,oeste 25,6.7621,21,1,-60.6494834,-35.697329,8.7,3.5,102,100
1745,oeste 25,5.7146,21,1,-60.6494834,-35.697329,8.7,3.5,101,100
1746,oeste 25,6.384,21,1,-60.6494152,-35.6973647,8.8,9,101,100
1747,oeste 25,5.8587,21,1,-60.6494152,-35.6973647,8.8,9,101,0
1748,oeste 25,5.7253,21,1,-60.6494152,-35.6973647,8.8,9,101,0
1749,oeste 25,5.3995,21,1,-60.6494152,-35.6973647,8.8,9,101,0
1750,oeste 25,5.7896,64,4,-60.6491379,-35.697517,13.2,14.4,49,0
1751,oeste 25,6.0377,64,4,-60.6491379,-35.697517,13.2,14.4,17,100
1752,oeste 25,6.3501,64,4,-60.6491379,-35.697517,13.2,14.4,17,100
1753,oeste 25,6.27,64,4,-60.6491379,-35.697517,13.2,14.4,101,100
1754,oeste 25,5.7631,64,4,-60.6491379,-35.697517,13.2,14.4,101,100
1755,oeste 25,6.6813,64,4,-60.6491379,-35.697517,13.2,14.4,101,100
1756,oeste 25,6.246,64,4,-60.6490699,-35.6975546,14.3,6.5,100,100
1757,oeste 25,6.4211,64,4,-60.6490699,-35.6975546,14.3,6.5,100,100
1758,oeste 25,6.6332,64,4,-60.6490699,-35.6975546,14.3,6.5,103,100
1759,oeste 25,6.7293,64,4,-60.6490699,-35.6975546,14.3,6.5,103,100
1760,oeste 25,6.7881,64,4,-60.6490699,-35.6975546,14.3,6.5,100,100
1761,oeste 25,6.7347,20,1,-60.6490012,-35.6975915,10.7,15,101,100
1762,oeste 25,6.6494,20,1,-60.6490012,-35.6975915,10.7,15,101,100
1763,oeste 25,6.7889,20,1,-60.6490012,-35.6975915,10.7,15,98,100
1764,oeste 25,6.4055,20,1,-60.6489327,-35.6976278,9.4,10.5,98,100
1765,oeste 25,7.6788,20,1,-60.6489327,-35.6976278,9.4,10.5,100,100
1766,oeste 25,6.3319,170,0,-60.648796,-35.6976964,6.5,6.3,281,300
1767,oeste 25,7.1202,170,0,-60.6487288,-35.6977299,5.1,5,281,300
1768,oeste 25,6.5935,170,0,-60.648796,-35.6976964,6.5,6.3,283,300
1769,oeste 25,6.5895,170,0,-60.648796,-35.6976964,6.5,6.3,283,300
1770,oeste 25,6.1269,170,0,-60.6487288,-35.6977299,5.1,5,283,300
1771,oeste 25,6.5007,170,0,-60.6487288,-35.6977299,5.1,5,283,300
1772,oeste 25,6.5792,170,0,-60.648796,-35.6976964,6.5,6.3,275,300
1773,oeste 25,6.8408,170,0,-60.648796,-35.6976964,6.5,6.3,275,300
1774,oeste 25,6.7803,170,0,-60.648796,-35.6976964,6.5,6.3,275,300
1775,oeste 25,6.5249,170,0,-60.6488644,-35.6976629,8.1,7.8,290,300
1776,oeste 25,6.4571,170,0,-60.648796,-35.6976964,6.5,6.3,290,300
1777,oeste 25,6.6509,170,0,-60.6488644,-35.6976629,8.1,7.8,279,300
1778,oeste 25,6.5297,170,0,-60.6488644,-35.6976629,8.1,7.8,279,300
1779,oeste 25,7.5261,169,0,-60.6490012,-35.6975915,10.7,15,279,300
1780,oeste 25,7.4819,169,0,-60.6490012,-35.6975915,10.7,15,279,300
1781,oeste 25,7.3825,169,0,-60.6490699,-35.6975546,14.3,6.5,296,300
1782,oeste 25,6.8776,169,0,-60.6490012,-35.6975915,10.7,15,296,300
1783,oeste 25,7.0872,169,0,-60.6490012,-35.6975915,10.7,15,296,300
1784,oeste 25,7.2243,169,0,-60.6490699,-35.6975546,14.3,6.5,296,300
1785,oeste 25,7.5314,169,0,-60.6490699,-35.6975546,14.3,6.5,296,300
1786,oeste 25,7.1695,169,0,-60.6491379,-35.697517,13.2,14.4,287,300
1787,oeste 25,7.1825,169,0,-60.6490699,-35.6975546,14.3,6.5,287,300
1788,oeste 25,7.2832,169,0,-60.6490699,-35.6975546,14.3,6.5,287,300
1789,oeste 25,7.153,169,0,-60.6491379,-35.697517,13.2,14.4,293,300
1790,oeste 25,6.8318,66,4,-60.6493468,-35.697402,8.1,8.1,293,300
1791,oeste 25,6.9195,66,4,-60.6493468,-35.697402,8.1,8.1,293,300
1792,oeste 25,7.4156,66,4,-60.6490666,-35.6970409,7.3,7.4,293,300
1793,oeste 25,7.2517,66,4,-60.6490666,-35.6970409,7.3,7.4,293,300
1794,oeste 25,6.2489,66,4,-60.6493468,-35.697402,8.1,8.1,292,300
1795,oeste 25,6.1845,66,4,-60.6493468,-35.697402,8.1,8.1,292,300
1796,oeste 25,7.5976,66,4,-60.6491263,-35.6970125,6.5,5.8,292,300
1797,oeste 25,7.265,66,4,-60.6491263,-35.6970125,6.5,5.8,292,300
1798,oeste 25,6.9865,66,4,-60.6491263,-35.6970125,6.5,5.8,308,300
1799,oeste 25,6.0041,66,4,-60.6491263,-35.6970125,6.5,5.8,308,300
1800,oeste 25,6.207,66,4,-60.6491824,-35.6969846,7.1,6.4,308,300
1801,oeste 25,5.347,66,4,-60.6491824,-35.6969846,7.1,6.4,297,300
1802,oeste 25,5.5472,66,4,-60.6491824,-35.6969846,7.1,6.4,297,300
1803,oeste 25,5.0817,66,4,-60.6491824,-35.6969846,7.1,6.4,297,300
1804,oeste 25,6.8077,139,0,-60.6496181,-35.6972558,10.7,10,0,0
1805,oeste 25,6.9891,139,0,-60.6496181,-35.6972558,10.7,10,0,0
1806,oeste 25,4.1847,139,0,-60.6493402,-35.6969065,8.1,7.5,0,0
1807,oeste 25,4.26,139,0,-60.6493924,-35.6968818,9.7,8.5,0,0
1808,oeste 25,4.4548,139,0,-60.6493924,-35.6968818,9.7,8.5,0,0
1809,oeste 25,4.8991,139,0,-60.6493924,-35.6968818,9.7,8.5,0,0
1810,oeste 25,5.1724,139,0,-60.6493924,-35.6968818,9.7,8.5,0,0
1811,oeste 25,6.2221,139,0,-60.6497546,-35.6971819,11.3,12.1,311,200
1812,oeste 25,6.2933,139,0,-60.6497546,-35.6971819,11.3,12.1,311,200
1813,oeste 25,5.524,139,0,-60.6494446,-35.6968567,10,9.2,311,200
1814,oeste 25,5.7792,139,0,-60.6494972,-35.6968352,9.9,9.2,311,200
1815,oeste 25,5.1858,139,0,-60.6494972,-35.6968352,9.9,9.2,311,200
1816,oeste 25,5.3024,139,0,-60.6494446,-35.6968567,10,9.2,195,180
1817,oeste 25,5.4447,139,0,-60.6494446,-35.6968567,10,9.2,195,180
1818,oeste 25,6.0564,104,2,-60.6482284,-35.6974166,4.5,5.6,146,150
1819,oeste 25,5.5602,104,2,-60.6482284,-35.6974166,4.5,5.6,146,150
1820,oeste 25,5.5531,104,2,-60.6481936,-35.6974359,4.9,5.5,147,150
1821,oeste 25,5.7815,104,2,-60.6482284,-35.6974166,4.5,5.6,147,150
1822,oeste 25,5.7944,104,2,-60.6481615,-35.6974532,4.9,6.1,148,150
1823,oeste 25,5.8049,104,2,-60.6481936,-35.6974359,4.9,5.5,148,150
1824,oeste 25,5.4646,104,2,-60.6481936,-35.6974359,4.9,5.5,148,150
1825,oeste 25,5.6539,104,2,-60.6481316,-35.6974734,5.4,6.1,147,150
1826,oeste 25,5.7038,104,2,-60.6481316,-35.6974734,5.4,6.1,147,150
1827,oeste 25,6.0152,104,2,-60.648101,-35.6974974,5,5.6,145,150
1828,oeste 25,5.6118,104,2,-60.648101,-35.6974974,5,5.6,145,150
